period,entity,region,department,actual_ending_headcount,budget_ending_headcount,headcount_variance,actual_payroll_cost,budget_payroll_cost,payroll_variance
2025-10,USA,Central,Technology,14,14.33,-0.33,123744.19,131325.03,-7580.84
2025-10,USA,East,G&A,7,7.39,-0.39,43807.99,44562.77,-754.78
2025-10,USA,East,Marketing,10,11.2,-1.2,75405.19,78908.15,-3502.96
2025-10,USA,East,Operations,21,21.93,-0.93,138835.92,142314.48,-3478.56
2025-10,USA,East,Sales,18,18.71,-0.71,122913.55,124841.58,-1928.03
2025-10,USA,East,Technology,15,15.35,-0.35,110767.35,118929.16,-8161.81
2025-10,USA,International,G&A,6,6.21,-0.21,42813.82,44944.2,-2130.38
2025-10,USA,International,Marketing,9,9.44,-0.44,51678.65,54622.78,-2944.13
2025-10,USA,International,Operations,17,17.69,-0.69,146246.99,151040.14,-4793.15
2025-10,USA,International,Sales,15,15.66,-0.66,101673.08,105986.98,-4313.9
2025-10,USA,International,Technology,12,12.73,-0.73,82767.74,84791.08,-2023.34
2025-10,USA,West,G&A,8,8.32,-0.32,73201.57,73500.69,-299.12
2025-10,USA,West,Marketing,12,12.11,-0.11,96146.91,98921.03,-2774.12
2025-10,USA,West,Operations,27,28.44,-1.44,201284.76,208334.1,-7049.34
2025-10,USA,West,Sales,20,20.78,-0.78,127455.14,128800.88,-1345.74
2025-10,USA,West,Technology,16,15.29,0.71,93357.24,97754.69,-4397.45
2025-11,Canada,Central,G&A,5,4.98,0.02,32433.2,35263.91,-2830.71
2025-11,Canada,Central,Marketing,7,7.12,-0.12,55678.35,57523.35,-1845.0
2025-11,Canada,Central,Operations,15,14.99,0.01,124102.38,129400.11,-5297.73
2025-11,Canada,Central,Sales,13,13.57,-0.57,99307.1,99525.89,-218.79
2025-11,Canada,Central,Technology,10,10.35,-0.35,78386.41,80173.3,-1786.89
2025-11,Canada,East,G&A,5,5.14,-0.14,39895.35,40416.25,-520.9
2025-11,Canada,East,Marketing,8,7.94,0.06,55248.94,55675.07,-426.13
2025-11,Canada,East,Operations,18,19.0,-1.0,119679.12,120581.89,-902.77
2025-11,Canada,East,Sales,12,12.64,-0.64,76896.94,78839.52,-1942.58
2025-11,Canada,East,Technology,10,10.16,-0.16,64887.02,68507.89,-3620.87
2025-11,Canada,International,G&A,4,4.08,-0.08,32618.02,33730.43,-1112.41
2025-11,Canada,International,Marketing,6,6.26,-0.26,42326.88,46748.26,-4421.38
2025-11,Canada,International,Operations,13,13.76,-0.76,91995.92,92622.06,-626.14
2025-11,Canada,International,Sales,11,11.03,-0.03,85935.0,89999.26,-4064.26
2025-11,Canada,International,Technology,9,8.78,0.22,71534.05,75601.48,-4067.43
2025-11,Canada,West,G&A,6,6.35,-0.35,48575.8,49599.53,-1023.73
2025-11,Canada,West,Marketing,9,9.23,-0.23,55263.7,55462.77,-199.07
2025-11,Canada,West,Operations,20,21.4,-1.4,133540.79,137901.41,-4360.62
2025-11,Canada,West,Sales,14,14.52,-0.52,78736.03,76878.46,1857.57
2025-11,Canada,West,Technology,12,12.35,-0.35,106255.12,107704.65,-1449.53
2025-11,UK,Central,G&A,5,5.18,-0.18,43948.09,44725.47,-777.38
2025-11,UK,Central,Marketing,7,7.37,-0.37,57415.18,58369.32,-954.14
2025-11,UK,Central,Operations,15,15.87,-0.87,111581.93,120625.7,-9043.77
2025-11,UK,Central,Sales,11,11.42,-0.42,67723.1,68300.88,-577.78
2025-11,UK,Central,Technology,9,9.28,-0.28,57029.5,57802.06,-772.56
2025-11,UK,East,G&A,4,4.17,-0.17,32416.55,33110.68,-694.13
2025-11,UK,East,Marketing,6,5.97,0.03,37411.42,39047.98,-1636.56
2025-11,UK,East,Operations,14,14.69,-0.69,91828.29,91344.94,483.35
2025-11,UK,East,Sales,11,11.3,-0.3,58651.61,61920.61,-3269.0
2025-11,UK,East,Technology,8,8.2,-0.2,62310.94,64353.76,-2042.82
2025-11,UK,International,G&A,4,4.02,-0.02,27942.32,28607.26,-664.94
2025-11,UK,International,Marketing,5,5.37,-0.37,35529.09,37035.07,-1505.98
2025-11,UK,International,Operations,12,11.94,0.06,77577.47,80192.36,-2614.89
2025-11,UK,International,Sales,9,9.77,-0.77,50738.06,53613.69,-2875.63
2025-11,UK,International,Technology,8,8.88,-0.88,62968.58,66579.86,-3611.28
2025-11,UK,West,G&A,5,5.08,-0.08,36384.47,37183.75,-799.28
2025-11,UK,West,Marketing,8,8.15,-0.15,52060.82,52510.25,-449.43
2025-11,UK,West,Operations,17,17.81,-0.81,110518.89,114199.55,-3680.66
2025-11,UK,West,Sales,13,12.72,0.28,110419.3,113082.9,-2663.6
2025-11,UK,West,Technology,11,10.85,0.15,78617.62,79585.13,-967.51
2025-11,USA,Central,G&A,8,8.52,-0.52,70374.53,71599.88,-1225.35
2025-11,USA,Central,Marketing,10,10.34,-0.34,70081.98,76331.81,-6249.83
2025-11,USA,Central,Operations,25,26.53,-1.53,197658.57,206355.03,-8696.46
2025-11,USA,Central,Sales,18,18.2,-0.2,137929.08,138279.68,-350.6
2025-11,USA,Central,Technology,14,14.35,-0.35,96961.05,102153.63,-5192.58
2025-11,USA,East,G&A,7,7.21,-0.21,47258.28,47106.03,152.25
2025-11,USA,East,Marketing,10,10.66,-0.66,63950.0,66249.22,-2299.22
2025-11,USA,East,Operations,23,23.2,-0.2,194933.49,207875.61,-12942.12
2025-11,USA,East,Sales,18,17.65,0.35,122209.01,121446.41,762.6
2025-11,USA,East,Technology,14,14.29,-0.29,97923.19,98509.16,-585.97
2025-11,USA,International,G&A,6,6.5,-0.5,42213.42,41011.98,1201.44
2025-11,USA,International,Marketing,8,8.61,-0.61,48116.89,46625.65,1491.24
2025-11,USA,International,Operations,21,21.66,-0.66,151986.03,159744.19,-7758.16
2025-11,USA,International,Sales,13,13.55,-0.55,95436.53,100961.47,-5524.94
2025-11,USA,International,Technology,11,11.69,-0.69,73456.74,72711.29,745.45
2025-11,USA,West,G&A,9,9.25,-0.25,73002.35,78550.38,-5548.03
2025-11,USA,West,Marketing,12,12.25,-0.25,72353.16,72510.14,-156.98
2025-11,USA,West,Operations,26,26.03,-0.03,181515.81,194371.27,-12855.46
2025-11,USA,West,Sales,20,19.93,0.07,134660.93,144103.52,-9442.59
2025-11,USA,West,Technology,17,17.09,-0.09,146310.06,147273.69,-963.63
2025-12,Canada,Central,G&A,6,6.07,-0.07,43371.56,44420.41,-1048.85
2025-12,Canada,Central,Marketing,8,8.78,-0.78,55626.87,57331.47,-1704.6
2025-12,Canada,Central,Operations,17,18.04,-1.04,144541.16,147738.53,-3197.37
2025-12,Canada,Central,Sales,13,12.8,0.2,102815.26,104958.99,-2143.73
2025-12,Canada,Central,Technology,11,11.29,-0.29,90848.71,92804.83,-1956.12
2025-12,Canada,East,G&A,5,4.96,0.04,34341.4,35638.93,-1297.53
2025-12,Canada,East,Marketing,7,7.2,-0.2,58240.66,58664.13,-423.47
2025-12,Canada,East,Operations,17,17.27,-0.27,137057.94,136413.1,644.84
2025-12,Canada,East,Sales,12,12.11,-0.11,74552.92,79063.45,-4510.53
2025-12,Canada,East,Technology,11,11.61,-0.61,76828.46,80846.96,-4018.5
2025-12,Canada,International,G&A,5,5.33,-0.33,32296.93,33370.36,-1073.43
2025-12,Canada,International,Marketing,6,6.49,-0.49,40436.85,41310.61,-873.76
2025-12,Canada,International,Operations,14,13.72,0.28,83167.9,83267.82,-99.92
2025-12,Canada,International,Sales,10,10.25,-0.25,71843.54,74380.05,-2536.51
2025-12,Canada,International,Technology,9,8.84,0.16,67747.52,72647.15,-4899.63
2025-12,Canada,West,G&A,6,6.5,-0.5,34941.2,36467.12,-1525.92
2025-12,Canada,West,Marketing,9,9.3,-0.3,49598.81,53344.93,-3746.12
2025-12,Canada,West,Operations,20,20.77,-0.77,137946.42,140315.56,-2369.14
2025-12,Canada,West,Sales,15,15.41,-0.41,118357.53,120564.68,-2207.15
2025-12,Canada,West,Technology,13,12.8,0.2,93622.38,96607.19,-2984.81
2025-12,UK,Central,G&A,4,4.07,-0.07,30295.94,31843.26,-1547.32
2025-12,UK,Central,Marketing,6,5.72,0.28,35914.47,36974.52,-1060.05
2025-12,UK,Central,Operations,15,15.55,-0.55,103592.48,109025.99,-5433.51
2025-12,UK,Central,Sales,10,10.26,-0.26,63921.7,61300.77,2620.93
2025-12,UK,Central,Technology,9,8.76,0.24,72408.84,73600.7,-1191.86
2025-12,UK,East,G&A,5,5.37,-0.37,37550.84,37260.46,290.38
2025-12,UK,East,Marketing,6,6.17,-0.17,39573.91,42013.3,-2439.39
2025-12,UK,East,Operations,15,16.38,-1.38,106989.81,109470.77,-2480.96
2025-12,UK,East,Sales,10,10.6,-0.6,69694.51,69859.05,-164.54
2025-12,UK,East,Technology,9,9.35,-0.35,70919.59,69274.25,1645.34
2025-12,UK,International,G&A,4,4.3,-0.3,26528.92,27129.32,-600.4
2025-12,UK,International,Marketing,5,5.4,-0.4,36958.91,38153.39,-1194.48
2025-12,UK,International,Operations,12,12.47,-0.47,65429.7,65151.5,278.2
2025-12,UK,International,Sales,9,9.4,-0.4,62458.12,68893.18,-6435.06
2025-12,UK,International,Technology,7,7.07,-0.07,47324.74,49821.25,-2496.51
2025-12,UK,West,G&A,5,5.26,-0.26,31108.89,31784.2,-675.31
2025-12,UK,West,Marketing,8,8.3,-0.3,55690.39,59102.96,-3412.57
2025-12,UK,West,Operations,16,17.15,-1.15,107626.28,111510.45,-3884.17
2025-12,UK,West,Sales,12,12.17,-0.17,90051.92,95659.36,-5607.44
2025-12,UK,West,Technology,11,11.11,-0.11,99705.43,105910.11,-6204.68
2025-12,USA,Central,G&A,7,7.35,-0.35,57754.56,61225.46,-3470.9
2025-12,USA,Central,Marketing,10,10.39,-0.39,72338.81,74673.8,-2334.99
2025-12,USA,Central,Operations,23,22.92,0.08,149328.12,170586.68,-21258.56
2025-12,USA,Central,Sales,17,17.69,-0.69,117716.68,124931.57,-7214.89
2025-12,USA,Central,Technology,16,16.38,-0.38,123592.72,124679.14,-1086.42
2025-12,USA,East,G&A,7,7.04,-0.04,53804.36,53550.86,253.5
2025-12,USA,East,Marketing,10,10.76,-0.76,89821.39,89956.13,-134.74
2025-12,USA,East,Operations,22,23.63,-1.63,122599.17,126145.46,-3546.29
2025-12,USA,East,Sales,16,15.79,0.21,128179.82,131827.93,-3648.11
2025-12,USA,East,Technology,14,14.58,-0.58,118453.47,126133.0,-7679.53
2025-12,USA,International,G&A,6,6.29,-0.29,39859.4,42121.38,-2261.98
2025-12,USA,International,Marketing,8,8.26,-0.26,61419.25,62994.99,-1575.74
2025-12,USA,International,Operations,18,18.2,-0.2,143760.31,142988.3,772.01
2025-12,USA,International,Sales,14,13.78,0.22,84448.8,82918.87,1529.93
2025-12,USA,International,Technology,12,12.75,-0.75,61628.45,65383.18,-3754.73
2025-12,USA,West,G&A,8,7.99,0.01,53953.9,54452.91,-499.01
2025-12,USA,West,Marketing,11,10.78,0.22,47527.28,50644.6,-3117.32
2025-12,USA,West,Operations,25,26.99,-1.99,171795.55,170836.11,959.44
2025-12,USA,West,Sales,20,19.99,0.01,147676.59,150919.55,-3242.96
2025-12,USA,West,Technology,17,16.27,0.73,151357.6,161203.37,-9845.77
